anno,semestre,anno_semestre,facultad,proyecto,nivel,modalidad,inscritos,admitidos,primiparos,matriculados,egresados,graduados,retirados
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN FISICA,PREGRADO,LICENCIATURA,89,79,55,681,264,33,13
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA  EN HUMANIDADES Y LENGUA CASTELLANA,PREGRADO,LICENCIATURA,141,91,79,753,319,71,18
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS  EN INGLES,PREGRADO,LICENCIATURA,346,99,77,742,224,42,20
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS MODERNAS ESPANOL E INGLES,PREGRADO,LICENCIATURA,,,,6,26,10,1
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LINGUISTICA Y LITERATURA,PREGRADO,LICENCIATURA,,,,5,12,1,5
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,LICENCIATURA,97,89,70,583,201,32,11
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN PEDAGOGIA INFANTIL,PREGRADO,LICENCIATURA,239,98,67,754,432,80,35
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN QUIMICA,PREGRADO,LICENCIATURA,154,107,73,642,231,42,41
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRA EN INFANCIA Y CULTURA,POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN COMUNICACION -  EDUCACION,POSGRADO,MAESTRIA,,24,25,24,,,1
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION,POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION EN TECNOLOGIA,POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN INVESTIGACION SOCIAL INTERDISCIPLINARIA,POSGRADO,MAESTRIA,,37,,98,33,6,11
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN LINGUISTICA APLICADA A LA ENSENANZA DEL INGLES,POSGRADO,MAESTRIA,,15,,50,50,14,4
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN PEDAGOGIA DE LA LENGUA MATERNA,POSGRADO,MAESTRIA,,14,17,14,1,,3
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MATEMATICAS,PREGRADO,LICENCIATURA,117,91,65,353,9,3,14
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN AVALUOS,POSGRADO,ESPECIALIZACION,,40,19,54,1,5,2
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN BIOINGENIERIA,POSGRADO,ESPECIALIZACION,,10,,10,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN GESTION DE PROYECTOS DE INGENIERIA,POSGRADO,ESPECIALIZACION,,117,63,122,,,37
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,"ESPECIALIZACION EN HIGIENE, SEGURIDAD Y SALUD EN EL TRABAJO",POSGRADO,ESPECIALIZACION,,107,54,117,3,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INFORMATICA Y AUTOMATICA INDUSTRIAL,POSGRADO,ESPECIALIZACION,,8,12,15,,,10
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y LOGISTICA,POSGRADO,ESPECIALIZACION,,24,19,29,31,,8
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE SOFTWARE,POSGRADO,ESPECIALIZACION,,86,43,91,,1,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN PROYECTOS INFORMATICOS,POSGRADO,ESPECIALIZACION,,56,38,57,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN SISTEMAS DE INFORMACION GEOGRAFICA,POSGRADO,ESPECIALIZACION,,44,62,50,,33,17
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELECOMUNICACIONES MOVILES,POSGRADO,ESPECIALIZACION,,27,21,29,,,28
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN TELEINFORMATICA,POSGRADO,ESPECIALIZACION,,26,20,35,,,12
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA CATASTRAL Y GEODESIA,PREGRADO,INGENIERIA,181,160,119,1210,378,51,19
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA DE SISTEMAS,PREGRADO,INGENIERIA,749,152,122,1572,342,69,27
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,212,98,78,638,17,7,6
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA ELECTRONICA,PREGRADO,INGENIERIA,463,153,115,1422,312,,17
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,INGENIERIA INDUSTRIAL,PREGRADO,INGENIERIA,998,149,112,1326,458,77,10
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN CIENCIAS DE LA INFORMACION Y LAS COMUNICACIONES,POSGRADO,MAESTRIA,,60,42,120,7,7,43
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA- ENFASIS EN INGENIERIA ELECTRONICA,POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN INGENIERIA INDUSTRIAL,POSGRADO,MAESTRIA,,31,26,88,24,6,10
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELECOMUNICACIONES MOVILES,POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,MAESTRIA EN TELEINFORMATICA,POSGRADO,MAESTRIA,,,,2,,,2
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE INGENIERIA,NO_REGISTRA,,CICLO BASICO INGENIERIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION AMBIENTAL,PREGRADO,ADMINISTRACION,230,104,81,771,70,56,16
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ADMINISTRACION DEPORTIVA,PREGRADO,ADMINISTRACION,214,105,82,741,278,53,34
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN AMBIENTE Y DESARROLLO LOCAL,POSGRADO,ESPECIALIZACION,,32,,57,23,23,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"ESPECIALIZACION EN DISENO DE VIAS URBANAS ,TRANSITO Y TRANSPORTE",POSGRADO,ESPECIALIZACION,,56,56,56,22,18,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,ESPECIALIZACION EN GERENCIA DE RECURSOS NATURALES,POSGRADO,ESPECIALIZACION,,67,39,70,15,15,8
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA AMBIENTAL,PREGRADO,INGENIERIA,877,108,88,685,5,7,8
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA FORESTAL,PREGRADO,INGENIERIA,157,72,61,606,118,43,6
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA SANITARIA,PREGRADO,INGENIERIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,INGENIERIA TOPOGRAFICA,PREGRADO,INGENIERIA,116,89,72,634,293,75,7
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,MAESTRA EN DESARROLLO SUSTENTABLE Y GESTION AMBIENTAL,POSGRADO,MAESTRIA,,22,26,22,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,"MAESTRIA EN MANEJO, USO Y CONSERVACION DEL BOSQUE",POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN ADMINISTRACION DEPORTIVA,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN GESTION AMBIENTAL Y SERVICIOS PUBLICOS,PREGRADO,TECNOLOGIA,321,115,107,838,141,29,24
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN LEVANTAMIENTOS TOPOGRAFICOS,PREGRADO,TECNOLOGIA,241,100,79,607,245,70,13
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE MEDIO AMBIENTE Y RECURSOS NATURALES,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,PREGRADO,TECNOLOGIA,290,73,80,814,119,21,29
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISENO Y CONSTRUCCION DE VIAS,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN MECANICA,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN REDES DE COMPUTADORES,PREGRADO,TECNOLOGIA,,,,,,,1
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA  EN SISTEMAS AVANZADOS DE PRODUCCION,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,ESPECIALIZACION TECNOLOGICA EN TELECOMUNICACIONES,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,INGENIERIA,86,34,34,444,211,22,9
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERA CIVIL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,INGENIERIA,100,52,51,537,144,43,7
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA DE PRODUCCION,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA ELECTRICA,PREGRADO,INGENIERIA,69,30,30,193,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL,PREGRADO,INGENIERIA,90,45,40,265,17,9,6
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN CONTROL ELECTRONICO E INSTRUMENTACION,PREGRADO,INGENIERIA,,,,64,101,7,5
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN DISTRIBUCION Y REDES ELECTRICAS,PREGRADO,INGENIERIA,,,,89,66,8,5
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN  TELECOMUNICACIONES,PREGRADO,INGENIERIA,137,45,43,365,209,33,10
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,INGENIERIA,82,53,52,385,41,25,5
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA EN TELEMATICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,INGENIERIA,115,37,38,348,148,30,1
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,INGENIERIA MECANICA,PREGRADO,COMPONENTE PROPEDAUTICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,MAESTRIA EN INGENIERIA CIVIL,POSGRADO,MAESTRIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN CONSTRUCCIONES CIVILES,PREGRADO,TECNOLOGIA,485,114,121,866,121,35,63
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRICIDAD,PREGRADO,TECNOLOGIA,181,113,94,695,264,30,12
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN ELECTRONICA,PREGRADO,TECNOLOGIA,437,163,132,989,291,60,44
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN GESTION DE LA PRODUCCION INDUSTRIAL,PREGRADO,TECNOLOGIA,631,158,144,908,205,33,25
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN MECANICA INDUSTRIAL,PREGRADO,TECNOLOGIA,350,121,101,713,206,55,7
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMAS ELECTRICOS DE MEDIA Y BAJA TENSION,PREGRADO,TECNOLOGIA,,,,,,,
2009,3,03/01/2009 12:00:00 AM,FACULTAD DE TECNOLOGIA - POLITECNICA / TECNOLOGICA,TECNOLOGIA EN SISTEMATIZACION DE DATOS,PREGRADO,TECNOLOGIA,395,147,143,861,540,41,33
2009,3,03/01/2009 12:00:00 AM,VICERRECTORIA ACADEMICA,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2009,3,03/01/2009 12:00:00 AM,VICERRECTORIA CONVENIOS,ARTES ESCENICAS,PREGRADO,ARTES,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTE DANZARIO,PREGRADO,ARTES,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES ESCENICAS,PREGRADO,ARTES,,,,395,71,3,14
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES MUSICALES,PREGRADO,ARTES,302,36,35,465,57,9,9
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE ARTES-ASAB,ARTES PLASTICAS Y VISUALES,PREGRADO,ARTES,463,40,35,413,115,15,13
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE ARTES-ASAB,ESPECIALIZACION EN VOZ ESCENICA,POSGRADO,ARTES,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE ARTES-ASAB,MAESTRIA EN ESTUDIOS ARTISTICOS,POSGRADO,MAESTRIA,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO EN ESTUDIOS SOCIALES,POSGRADO,DOCTORADO,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,DOCTORADO INTERINSTITUCIONAL EN EDUCACION,POSGRADO,DOCTORADO,,24,23,35,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN CIENCIAS DE LA EDUCACION CON ENFASIS EN PSICOLINGUISTICA,POSGRADO,ESPECIALIZACION,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN DESARROLLO HUMANO CON ENFASIS EN PROCESOS AFECTIVOS Y CREATIVIDAD,POSGRADO,ESPECIALIZACION,,24,22,62,25,24,1
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION EN TECNOLOGIA,POSGRADO,ESPECIALIZACION,,20,20,20,,,25
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION MATEMATICA,POSGRADO,ESPECIALIZACION,,19,24,38,1,,1
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION PEDAGOGIA Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION SEXUAL,POSGRADO,ESPECIALIZACION,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN EDUCACION Y GESTION AMBIENTAL,POSGRADO,ESPECIALIZACION,,15,16,56,22,7,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN GERENCIA DE PROYECTOS EDUCATIVOS INSTITUCIONALES,POSGRADO,ESPECIALIZACION,,35,40,55,19,16,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,"ESPECIALIZACION EN INFANCIA, CULTURA Y DESARROLLO",POSGRADO,ESPECIALIZACION,,20,25,34,,,6
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN LENGUAJE Y PEDAGOGIA DE PROYECTOS,POSGRADO,ESPECIALIZACION,,,,,8,7,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN METODOLOGIA Y APRENDIZAJE DEL ESPANOL COMO LENGUA MATERNA,POSGRADO,ESPECIALIZACION,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,ESPECIALIZACION EN PEDAGOGIA DE LA COMUNICACION Y MEDIOS INTERACTIVOS,POSGRADO,ESPECIALIZACION,,,,17,1,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN BIOLOGIA,PREGRADO,LICENCIATURA,232,108,79,804,177,27,7
2012,1,01/01/2012 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRA EN INFANCIA Y CULTURA,POSGRADO,MAESTRIA,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,PREGRADO,LICENCIATURA,388,108,78,778,256,35,11
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION ARTISTICA,PREGRADO,LICENCIATURA,110,92,74,631,2,35,15
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN EDUCACION PRIMARIA,PREGRADO,LICENCIATURA,,,,,1,1,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN FISICA,PREGRADO,LICENCIATURA,136,99,74,732,177,38,47
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA  EN HUMANIDADES Y LENGUA CASTELLANA,PREGRADO,LICENCIATURA,174,88,78,715,104,35,25
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS  EN INGLES,PREGRADO,LICENCIATURA,450,103,77,760,247,48,6
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LENGUAS MODERNAS ESPANOL E INGLES,PREGRADO,LICENCIATURA,,,,4,12,6,5
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN LINGUISTICA Y LITERATURA,PREGRADO,LICENCIATURA,,,,3,3,2,1
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN MATEMATICAS,PREGRADO,LICENCIATURA,122,92,70,587,146,36,15
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN PEDAGOGIA INFANTIL,PREGRADO,LICENCIATURA,270,86,76,767,167,29,30
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,LICENCIATURA EN QUIMICA,PREGRADO,LICENCIATURA,227,113,76,647,165,33,74
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRA EN INFANCIA Y CULTURA,POSGRADO,MAESTRIA,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN COMUNICACION -  EDUCACION,POSGRADO,MAESTRIA,,43,44,65,,,3
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION,POSGRADO,MAESTRIA,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN EDUCACION EN TECNOLOGIA,POSGRADO,MAESTRIA,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN INVESTIGACION SOCIAL INTERDISCIPLINARIA,POSGRADO,MAESTRIA,,40,42,101,21,18,1
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN LINGUISTICA APLICADA A LA ENSENANZA DEL INGLES,POSGRADO,MAESTRIA,,17,17,52,15,11,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MAESTRIA EN PEDAGOGIA DE LA LENGUA MATERNA,POSGRADO,MAESTRIA,,20,23,33,,,3
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,MATEMATICAS,PREGRADO,LICENCIATURA,233,95,64,374,8,8,59
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE CIENCIAS Y EDUCACION,NO_REGISTRA,POSGRADO,PROYECTO ACADEMICO,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,DOCTORADO EN INGENIERIA,POSGRADO,DOCTORADO,,,,,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN AVALUOS,POSGRADO,ESPECIALIZACION,,17,24,39,,,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN BIOINGENIERIA,POSGRADO,ESPECIALIZACION,,15,16,15,,8,
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN GESTION DE PROYECTOS DE INGENIERIA,POSGRADO,ESPECIALIZACION,,54,63,110,,1,1
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,"ESPECIALIZACION EN HIGIENE, SEGURIDAD Y SALUD EN EL TRABAJO",POSGRADO,ESPECIALIZACION,,50,60,117,,2,52
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INFORMATICA Y AUTOMATICA INDUSTRIAL,POSGRADO,ESPECIALIZACION,,13,21,18,,,16
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE PRODUCCION Y LOGISTICA,POSGRADO,ESPECIALIZACION,,15,19,27,2,6,1
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN INGENIERIA DE SOFTWARE,POSGRADO,ESPECIALIZACION,,42,48,85,1,49,18
2010,1,01/01/2010 12:00:00 AM,FACULTAD DE INGENIERIA,ESPECIALIZACION EN PROYECTOS INFORMATICOS,POSGRADO,ESPECIALIZACION,,39,43,68,,24,11
